Year,Section,Content
2002,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
2002,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
2002,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
2002,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
2002,Event Summary,"Big business took the witness stand in 2002 as Enron, WorldCom and Xerox were all exposed in major accounting scandals. The total cost of corporate fraud in the United States was estimated at more than five trillion dollars, coming in plunging stocks, loss of investments and tax revenue."
2002,Event Summary,"Russian President Vladimir Putin signed with U.S. President George W. Bush in Moscow a nuclear disarmament treaty and a strategic partnership agreement. Under the treaty, the two countries pledged to slash their nuclear arsenals by two-thirds."
2002,Event Summary,"On September 11, tributes around the nation showcased American emotion and patriotic pride on the one-year anniversary of the terrorist attacks on the United States. Major League Baseball held special opening ceremonies in every ballpark operating that day."
2002,Event Summary,"The Anaheim Angels dethroned the perennial American League Champion New York Yankees and the Minnesota Twins to face the San Francisco Giants in their first Fall Classic since entering the league forty-two years earlier. The victory was sweetened by overcoming a 5-0 seventh-inning deficit in Game 6, fittingly the greatest elimination-game comeback in Classic history. The Angels went on to win the contest four games to three."
2002,Event Summary,"From August 13th to September 4th, Most Valuable Player Miguel Tejada and the Oakland Athletics set an American League record of twenty straight wins."
2002,Event Summary,"Seattle's Mike Cameron hit four homers in Comiskey Park on May 2nd, becoming the first Major Leaguer in nine years (Mark Whiten, 1993) to manage the feat. He was outdone twenty-one days later in Milwaukee as the Los Angeles Dodgers' Shawn Green totaled a six-for-six, nineteen total base spectacle and finished the week with nine home runs of his own."
2002,Event Summary,Barry Bonds continued to chase Babe Ruth as the most dominant player in MLB history. The San Francisco Giants outfielder tallied his 600th home run off the Pittsburgh Pirates' Kip Wells on August 9th and won his first batting title (.370) before falling to the Anaheim Angels in Game 7 of the World Series.
2002,Event Summary,"The Arizona Diamondbacks continued to dominate on the mound as Randy Johnson and Curt Schilling went 47-12 and ranked 1-2 in the Majors with a combined total of six-hundred fifty strikeouts. The lethal 1-2 combination also boasted thirteen complete games, more than any other big-league team."
2002,Event Summary,"No one demonstrated more resolve than the Cardinals, who experienced the untimely deaths of longtime announcer Jack Buck and pitcher Darryl Kile. The team, though mourning, went on to dominate the National League Central dedicating the season in the memory of their departed comrades."
2002,Event Summary,"Major League owners and players, inevitably heading toward a ninth play stoppage over labor issues, reached accord virtually minutes before the first feared cancellation. It was the first time a new Collective Bargaining Agreement was struck without the loss of a single inning."
2002,Event Summary,"For only the second time in the History of the Midsummer Classic, the 2002 All-Star Game was called at a 7-7 tie after eleven innings due to both teams running out of available pitchers."
2002,Event Summary,"The West was the best as six of the nine West Division teams won ninety-two-plus games (more teams than the other four divisions combined) and West players dominated the individual awards including the Cy Young, Most Valuable Player and eight of the nine American League Gold Gloves."
2002,Event Summary,"Baseball bid farewell to some of the greatest ever to lace up a pair of cleats including Ted Williams, Jim Spencer, Al Cowens, Minnie Rojas, Joe Black, Wes Westrum, Darrell Porter, Enos Slaughter, John Roseboro, Hoyt Wilhelm and Darryl Kile."
2002,Event Summary,"""The goal is to win it again. That's all we're here to do. People get remembered for championships, and that's what we want to do. We got one, so let's try to get two."" - World Series MVP Troy Glaus"
2002,Event Summary,Hitting Statistics League Leaderboard
2002,Event Summary,Pitching Statistics League Leaderboard
2002,Event Summary,Team Standings
2002,Event Summary,Hitting Statistics League Leaderboard
2002,Event Summary,Pitching Statistics League Leaderboard
2002,Event Summary,The2002 Anaheim Angelsset a new Major League record for most players (they had nine) on one team with one-hundred or more hits during a single season.
2002,Event Summary,Did you know thatCarlos Beltranof the Kansas City Royals set the American League record for most extra base hits (eighty) by a switch-hitter in 2002?
2002,Event Summary,"One of the longest ""streaks"" in Major League baseball belongs to the New York Yankees who through 2002 have played forty-four seasons without being held hitless during a game - the pitcher who last accomplished this feat wasHoyt Wilhelmon September 20, 1958."
2003,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
2003,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
2003,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
2003,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
2003,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
2003,Event Summary,"After the U.N. repeatedly failed in its efforts to uncover weapons of mass destruction or identify links between Saddam Hussein and international terrorists, the United States and a group of coalition forces joined together for a pre-emptive strike aimed at disarming Iraq. On March 19th, the U.S. launched what would become known as Operation ""Shock and Awe"" as a ""decapitation attack"" aimed at the Iraqi President and other top members of the country's leadership. More than forty satellite-guided Tomahawk cruise missiles were fired from U.S. warships in the Red Sea and Persian Gulf with support from multiple squadrons of F-117 stealth fighters, carrying 2,000-pound bombs. Although the initial attack failed to eliminate Saddam, it only took twenty-one days for coalition forces to eliminate the Republican Guard and take the capital city of Baghdad. For the first time in history, people from around the world were able to watch the war effort live via embedded war journalists and strategically placed web cams."
2003,Event Summary,"Tragedy struck the NASA Space Program after the space shuttle Columbia broke up during re-entry fifteen minutes before its scheduled landing at the Kennedy Space Center in Florida. Those killed on the ill-fated flight were commander Rick D. Husband; pilot William C. McCool; payload commander Michael P. Anderson; mission specialists David M. Brown, Kalpana Chawla and Laurel Clark; as well as Israel's first astronaut, Ilan Ramon. An investigation into the explosion later revealed that a piece of foam designed to protect the vehicle from heat had dislodged during take-off, striking the left wing. Columbia, the oldest of NASA's shuttle fleet, had first launched in 1981 and was completing its twenty-eighth mission. Ironically, the accident occurred less than a week after the anniversaries of two other deadly space program disasters: the seventeenth anniversary of the explosion of the shuttle Challenger (January 28) and the thirty-sixth anniversary of a launch pad fire that killed three Apollo astronauts (January 27)."
2003,Event Summary,"New York Yankees ace Roger Clemens joined one of the most exclusive clubs in sports after becoming the twenty-first pitcher in Major League history to win three-hundred games. After announcing his intentions to retire at the end of the 2003 season, Clemens went on to complete his quest for three-hundred by defeating the St. Louis Cardinals, 5-2, in front of a sold-out crowd at Yankee Stadium. In doing so ""The Rocket"" became the first pitcher since Nolan Ryan in 1990 to reach three-hundred wins, tying Hall-of-Famers Early Wynn and Lefty Grove for nineteenth place on the all-time victory list. Later he joined another ""pitching fraternity"" after striking out the four-thousandth batter of his career. Only Nolan Ryan (5,714) and Steve Carlton (4,136) had more strikeouts than Clemens (to date), who had ten on the night. Ironically, Carlton had also won his three-hundredth against the Cardinals in 1983."
2003,Event Summary,"The ongoing rivalry between the Boston Red Sox and New York Yankees came to a head during Game 3 of the American League Championship Series after both dugouts emptied twice due to what some felt was ""overly-aggressive"" pitching. The ensuing argument was first instigated after Boston ace Pedro Martinez struck Yankees' designated hitter Karim Garcia in the back and was fueled by Manny Ramirez who took offense to a high pitch thrown by Roger Clemens. As both dugouts cleared, New York's bench coach Don Zimmer charged at Martinez who promptly reacted by throwing the seventy-two year-old to the ground. After several minutes of suspended play, both teams went back to business until a second brawl erupted in the Yankees bullpen between Jeff Nelson, Garcia and a member of Fenway Park's grounds crew. Following the 4-3 Yankees victory, Major League Baseball issued fines to Martinez, Ramirez, Garcia and Zimmer while the Boston Police issued additional charges on Garcia and Nelson for their involvement in the bullpen altercation."
2003,Event Summary,"The entire baseball world was shocked after one of its most beloved athletes Sammy Sosa was ejected in the first inning of a Chicago Cubs versus Tampa Bay Devil Rays game after umpires found cork in his shattered bat. Sosa, who had recently joined the five-hundred home run club and gained national prominence in 1998 during his home-run battle with Mark McGwire, apologized to fans, his teammates and the Commissioner of Baseball. Stating that the corked bat had been strictly used for batting practice and mistakenly taken to the plate, Sosa received a seven-game suspension following an appeal. Sosa's other bats, which had been confiscated by security personnel and turned over to Major League Baseball, showed no signs of tampering. Still, many doubted the integrity of Sammy's previous accomplishments and it would be some time before he would be back in the fan's favor."
2003,Event Summary,"Los Angeles Dodgers closer Eric Gagne set a new Major League record after converting fifty-five saves to top Boston's Tom Gordon, who had previously converted fifty-four in a row from April 19, 1998, to June 5, 1999. Practically ""un-hittable"" throughout the season, Gagne had increased the velocity on his fastball from ninety-two miles-per-hour to ninety-seven and complemented it with a hard eighty-seven mile-per-hour changeup that dropped much like a split-finger pitch. His forty-first consecutive win gave him the longest saves streak to start a season in Major League history and he also became the first relief pitcher in history to tally one-hundred more strikeouts (137) than hits allowed (37)."
2003,Event Summary,"Baltimore Orioles pitcher Steve Bechler collapsed at the team's spring training complex in Fort Lauderdale, Florida, on February 16thand died the next day. Following an autopsy, it was determined that the twenty-three year-old had suffered a ""heart attack-like event"" after taking a dietary supplement containing ephedra. His widow later filed a $600 million lawsuit against the manufacturers while bringing national attention to the dangers of using potentially harmful weight loss aids. The lawsuit, filed in U.S. District Court in Fort Lauderdale, called the product Xenadrine RFA-1 a ""poisonous cocktail"" unsafe for human consumption."
2003,Event Summary,"Major League Baseball's marketing division attempted to restore the fan's faith in the All-Star Game and make amends for the 2002 debacle that had ended in a 7-7 tie after both leagues ran out of available pitchers. To add more meaning to the fledgling exhibition, the 2003 Midsummer Classic slogan read ""This Time It Counts"" and for the first time in professional baseball history, home-field advantage in the World Series would be granted to the winner. The enticing proposal initially appeared to be more than just a marketing ploy as the last team to overcome the ""home-field curse"" was the Pittsburgh Pirates, who had beaten the odds (and the Baltimore Orioles) while away in 1979. However, despite winning 7-6, the American League later proved that home-field advantage was overrated after the Florida Marlins toppled the New York Yankees in Game 6 of the World Series at Yankee Stadium."
2003,Event Summary,"After years of less-than-stellar ratings, record audiences finally tuned in to the Major League Baseball postseason, making it the most-watched playoffs ever on cable. Fans also flocked to the ballparks setting a new attendance mark with over 1,858,979 tickets sold. Many attributed this renewed interest to the playoff's storybook backdrop that featured two of baseball's most beloved underdogs, the Boston Red Sox and Chicago Cubs. Both teams had surprised the experts by making the post season and each continued to shock their opponents by battling back in their respective leagues time and time again. After surviving the Divisional round, generations of long-suffering fans from both ball clubs reveled in the possibility that the curse of both ""The Bambino"" and ""The Goat"" was finally coming to an end. The baseball god's apparently had other plans and both teams fell just five heartbreaking outs short of making it to the Series."
2003,Event Summary,"""George Steinbrenner cares about one thing: winning. Everything about him — his checkbook, charm and formidable will — serves that goal. This is a man who peppers sports talk with quotes from Douglas MacArthur, declaring, 'Victory is essential.' "" - Stuart Miller in The Sporting News"
2003,Event Summary,Hitting Statistics League Leaderboard
2003,Event Summary,Pitching Statistics League Leaderboard
2003,Event Summary,Team Standings
2003,Event Summary,Hitting Statistics League Leaderboard
2003,Event Summary,Pitching Statistics League Leaderboard
2003,Event Summary,"American League fans know that the2003 Detroit Tigersbroke the junior circuitrecord for games lost during a season, but did you know they also set a new record for most games behind the Central Division leader? Their forty-seven games behind mark surpassed that set by the1995 Minnesota Twinswho finished forty-four games behind the1995 Cleveland Indians."
2003,Event Summary,"On June 29, 2003,Eric Byrnesbecame the fifteenth Oakland Athletics' player to hit for the cycle (click here for the full list), but not without some drama. A single, a double and a home run were ""in the books"" only to be followed by another double in the seventh inning. The ninth inning triple made it all possible andByrnescommented after the game, ""At first, I was just hoping the ball was going to fall. Once the ball fell in and got by him (a slidingCarlos Valderrama), obviously, I was thinking triple. It's hard to describe the feeling that went through my body at that point. I just kind of got the chills, especially when I got the ovation."""
2003,Event Summary,"2003 batting championBill Muellerbecame only the tenth American League player to hittwo grand slams in the same gamewent he went deep with the bases loaded on July 29, 2003, during the seventh & eighth inning."
2004,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
2004,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
2004,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
2004,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
2004,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
2004,Event Summary,"The Olympics returned to their birthplace (Athens, Greece) amidst a stream of controversies involving the use of illegal performance enhancing drugs. Despite the resulting suspensions and stripped titles, many experts believed the 2004 Games would be remembered for the improvement in drug testing which allowed honest athletes to prevail. One Greek newspaper summed up the media's bemusement at the number of cheaters discovered with a cartoon depicting a young boy, with a gold medal round his neck, being surrounded by microphones saying: ""I am only a volunteer, but everyone else has tested positive."""
2004,Event Summary,"During the summer of 2004, North America, Central America and the Caribbean experienced one of the deadliest hurricane seasons ever recorded. During the months of August and September alone, four major storms (Jeanne, Ivan, Frances, Charley) pounded the southeastern part of the globe killing well over 2,000 people and leaving hundreds of thousands more homeless. As a result, a record setting number of tornadoes (173 in August, 247 in September) were also spawned as the left over tropical depressions moved inland and up the eastern coast. The total cost in damage from winds and flooding was estimated to run well into the multi-billions and was spread from the island of Haiti to upstate New York."
2004,Event Summary,"2004 also marked one of the most widely anticipated presidential elections in recent history. Republican President George W. Bush, son of former President Bush, made a run for a second term after being elected in the hotly contested 2000 campaign. At that time he was mid-way through his second term as governor of Texas, a position he assumed in 1994. Prior to running for governor he spent several years in the oil business and as the managing general partner of the Texas Rangers baseball team. His opponent, Democratic candidate Senator John Kerry was a decorated Vietnam War veteran who returned from the conflict to become one of the most outspoken opponents of the war. After entering politics in 1982, when he was elected lieutenant governor of Massachusetts, he ran for U.S. Senate on a campaign that refused contributions from political action committees. He was reelected in 1986, 1990, 1996 and 2002."
2004,Event Summary,"Baltimore Oriole Miguel Tejada won the 2004 Home Run Derby after edging the Houston Astros' Lance Berkman with five homers in the final round. The All-Star shortstop set two MLB records in the process by hitting a total of twenty-seven round-trippers for the night and fifteen in the second round. Amazingly, Tejada's final five blasts came after five outs, half of the requisite total."
2004,Event Summary,"Seattle Mariners sensation Ichiro Suzuki broke George Sisler's 1920 single season hitting record during an 8-3 victory over the Texas Rangers. With fans still cheering, Suzuki ran to the first-base seats and shook hands with Sisler's 81-year-old daughter and other members of the Hall of Famer's family. After Suzuki's record breaking 258thhit, he scored his 100thrun of the season when the Mariners batted around in the third, taking a 6-2 lead on six hits."
2004,Event Summary,"The Cleveland Indians scalped the New York Yankees with a record-setting 22-0 massacre on August 31st. With the defeat, the Bombers lost their fifth consecutive game in the Bronx for the first time since May of 2003. The twenty-two runs allowed were the most ever given up by the Yankees in their home ballpark and the most runs allowed since 1928, when the Indians won a 24-6 decision (one of two eighteen-run defeats in New York history). The loss also tied the largest margin of defeat in a shutout since 1900, equaling the mark set in 1975 by the Pittsburgh Pirates in a 22-0 win over the Chicago Cubs at Wrigley Field."
2004,Event Summary,"San Francisco Giant Barry Bonds continued his relentless assault on the major league record books in 2004. His season highlights included: (September 17th) Hit his 700th career homer, off San Diego's Jake Peavy. (September 11th) Broke his own record for walks in a season and became the first player to earn two-hundred free passes in one campaign. (August 29th) Recorded his sixty-eighth career multi-homer game, passing Mark McGwire for second all-time. (August 13th) Singled in his 1,813thrun, passing Frank Robinson for fourteenth on the all-time RBI list. (July 10th) Broke his own record for intentional walks in a season with the first of three in the game. (July 8th) Passed Eddie Murray (5,397) for eighth place on the all-time total bases list. (July 4th) Received two walks from the Athletics to tie and break Rickey Henderson's all-time walks record. (June 13th) Hit his 500thhomer as a Giant. (June 12th) Homered off the 400thdifferent pitcher of his career, Baltimore's Rodrigo Lopez. (May 28th) Hit his tenth career walk-off homer, a two-run shot off Colorado's Tim Harikkala. (April 29th) Hit his 668thcareer homer, giving him and his late father Bobby a combined one-thousand home runs. (April 17th) Scored his 2,063rdrun, putting him alone in seventh place all-time, with a solo homer off Los Angeles' Darren Dreifort. (April 13th) Hit his 661stcareer homer, off Milwaukee's Ben Ford, to assume sole possession of third place on the all-time list. (April 12th) Hit his 660thcareer homer, off Milwaukee's Matt Kinney, to tie godfather Willie Mays for third on the all-time list."
2004,Event Summary,"After enjoying a brief, seventy-eight day retirement, Roger Clemens returned to pitch with friend and former teammate Andy Pettitte on their hometown Houston Astros. For more than a year, ""The Rocket"" had insisted that 2003 would be his final season, but all bets were off after the Yankees lost the World Series and Pettitte left New York. Remarkably, the forty year-old, six-time Cy Young winner, returned better than ever becoming a NL Cy Young candidate en route to the National League Championship Series."
2004,Event Summary,"Randy Johnson, of the Arizona Diamondbacks, turned his back on the clock on his amazing career after pitching a perfect game against the Atlanta Braves on May 18th. In doing so, the forty year-old became the first ace to toss a perfect game since David Cone of the New York Yankees accomplished the feat in 1999. He also became the oldest pitcher in baseball history to do so, followed by Cy Young who had reached perfection at the age of 37 in 1904. Johnson's masterpiece came in a 2-0 win at Turner Field that took only two hours and thirteen minutes to complete. Afraid to ""jinx"" the outcome, neither the scoreboard nor public address system noted the history in the making and only displayed Johnson's picture and stats after the final pitch had been made."
2004,Event Summary,"America's ""National Pastime"" returned to the capital for the first time in thirty-three years after Major League Baseball approved the relocation of the Montreal Expos to Washington DC. Ironically, the announcement came one day before the anniversary of the original Washington Senators' final game (before moving to Texas) in 1971. The relocation of the Expos was subject to certain contingencies, including a vote by team owners in November and passage of legislation by Washington's City Council to build a ballpark on the Anacostia River waterfront."
2004,Event Summary,"One day after the death of former baseball star Ken Caminiti (an admitted steroid user) U.S. lawmakers passed legislation allowing tighter government regulation of steroid precursors. In doing so, the Anabolic Steroid Control Act added androstenedione, norandrosterone and similar testosterone-production enhancing substances to a list of anabolic steroids regarded as controlled substances. Caminiti, who had played in the major leagues for fifteen years, died of an apparent heart attack at age forty-one. He had admitted to using steroids during his Most Valuable Player season in 1996, when he hit .326 with forty home runs and one-hundred thirty runs batted in for the San Diego Padres."
2004,Event Summary,"""(Carlos) Beltran is what scouts call a 'five-tool player,' with good fielding skills, a good throwing arm, ability to hit for average, power, and steal bases."" - BrainyEncyclopedia (website)"
2004,Event Summary,Hitting Statistics League Leaderboard
2004,Event Summary,Pitching Statistics League Leaderboard
2004,Event Summary,Team Standings
2004,Event Summary,Hitting Statistics League Leaderboard
2004,Event Summary,Pitching Statistics League Leaderboard
2004,Event Summary,What do the2003 Chicago White Sox&1961 New York Yankeeshave in common? They both once held theteam specific record for home runs in a season—records broken by the 2004 Chicago White Sox and2004 New York Yankees.
2004,Event Summary,"After yet another tough loss to theNew York Yankees, this time in late September,Boston Red Soxace and future Hall of FamerPedro Martínez(9-10 lifetime against theYanksthrough 2004) said to the press, ""I can't find a way to beat them at this point. What can I say? I just tip my hat and call theYankeesmy daddy,"" prompting aYankee Stadiumchant & clothing line:"
2004,Event Summary,Who's Your Daddy T-Shirt Seen in Game 2 of the 2004 ALCS(Photo by Kathy Willens/AP)
2004,Event Summary,"Nine former American League players have hit at leastthirty home runs and stolen thirty basesduring the same junior circuit season.Carlos Beltranstarted the season playing for the2004 Kansas City Royalswhere he hit fifteen home runs and stole fourteen bases. On Thursday, June 24, 2004,Beltránswitched leagues and began playing for the2004 Houston Astroswhere he added an additional twenty-three homers and twenty-eight steals becoming the first player in Major League history to join the30 / 30 Clubwith stats combined from both an American and National team."
2005,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
2005,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
2005,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
2005,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
2005,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
2005,Event Summary,"2005 will be remembered as a year in which the world seemed to be peppered with natural disasters including floods, earthquakes, mudslides, wild fires and even a tsunami (late December 2004). Tropical storms reached an all-time high as the National Hurricane Service ran out of letters from the English alphabet for naming them. The eleventh, christened ""Hurricane Katrina,"" first made landfall as a Category 1 hurricane in Miami, Florida on August 25, 2005 and then again on August 29th, along the Central Gulf Coast near New Orleans, Louisiana, as a Category 4 storm. The hurricane resulted in several breaches of the levee system that protected New Orleans from Lake Pontchartrain, and most of the city was subsequently flooded by the lake's waters. This and other major damage to the coastal regions of Louisiana, Mississippi, and Alabama made Katrina the most destructive and costliest natural disaster in the history of the United States. In the end, Katrina was responsible for $200 billion dollars in damage, and over 1,200 deaths. In addition, more than one-million people were left displaced, creating a humanitarian crisis unlike anything experienced in modern times."
2005,Event Summary,"""Operation Enduring Freedom"" marked its fourth anniversary, as American military and coalition forces continued their global war on terrorism. Originally launched in October of 2001 (as both a counter attack and pre-emptive strike, following the attacks on September 11th), the Allied Forces targeted far more than al Qaeda training camps and facilities and the repressive Taliban regime in Afghanistan. The ongoing battle against insurgents in Baghdad, the liberation of the Iraqi people, the drafting of an Iraqi Constitution, and the trial of captured dictator Saddam Hussein were just a few of the major issues in an ongoing war that sparked both controversy and debate around the world."
2005,Event Summary,"NASA finally returned to space, after a 2½ year absence, following the accidental explosion and loss of the Space Shuttle Columbia and her seven-member crew (STS-107) over Texas in February of 2003. After a year of investigation, resulting in the institution of several new safety features and protocols, the Space Shuttle Discovery launched from NASA's Kennedy Space Center on July 26, 2005. STS-114 included breathtaking in-orbit maneuvers, tests of new equipment and procedures, and a first-of-its-kind space-walking repair. NASA later announced that the next Shuttle mission, STS-121, was targeted for March of 2006 and would be the second test flight to the International Space Station in the ""Shuttle Return to Flight"" series."
2005,Event Summary,"Baltimore Oriole and Dominican superstar Miguel Tejada was awarded the ""Ted Williams Most Valuable Player Award"" for his efforts in leading the American League to a 7-5 victory over the National League in the 76th All-Star Game in Detroit. In doing so, Tejada became the fifth Latin-American born player among the last eight MVP winners. The victory increased the American League's unbeaten streak to nine and netted its third straight home-field advantage in the World Series."
2005,Event Summary,"2005 was also the seventeenth (and final) big-league season of one of baseball's perennial journeyman, John Olerud. With a stellar career as a Toronto Blue Jay, New York Met, Seattle Mariner, New York Yankee, and Boston Red Sox, Olerud's resume boasted a .295 average, with 2,239 hits, 7,592 at-bats, two World Championships, three Gold Gloves, and one batting title. Retiring as a first-baseman with the Boston Red Sox, Olerud left behind a wonderful ""blue-collar"" legacy as both a players' player and a fan favorite. Well known for not having played a single game in the minor leagues, Olerud moved directly to the majors after an outstanding career at Washington State University where he was a pitcher. Drafted by the Toronto Blue Jays in the third round of the 1989 Amateur Draft, he had to wear a batting helmet in the field because of a brain aneurysm in younger life."
2005,Event Summary,"Following in the footsteps of the ""Cinderella-story"" 2004 Boston Red Sox, the Chicago White Sox shocked the baseball world after winning the American League pennant en route to their first World Series since 1959. The forty-six year gap between appearances was the longest in American League history and offered a rare opportunity for some long-overdue redemption for ""Shoeless Joe"" Jackson and his infamous ""Black Sox"" - who were found guilty of throwing the Fall Classic in 1919. The Windy City's south-siders had advanced to the postseason on three other occasions, in 1983 when they lost three of four games to the Baltimore Orioles, in 1993 when the Toronto Blue Jays beat them in six, and in 2000 when the Seattle Mariners dumped them in three. Their last World Championship title had come eighty-eight years earlier when they defeated the New York Giants in 1917."
2005,Event Summary,"Bobby Abreu, of the Philadelphia Phillies, broke the record for most round-trippers after putting up twenty-four in the first round of the Century 21 Home Run Derby during the 2005 All-Star Game. The Venezuelan slugger opened the night by slugging a record twenty-four homers in the first round. He then went on to finish second in the second round (8-6) while earning a spot in the finals. Showing no signs of fatigue, he later added eleven more (another record) en route to the title. His longest homer in the final round was four-hundred fifty-eight feet. When totaled, Abreu's forty-one homers combined to travel an estimated distance of seventeen thousand five-hundred sixty-five feet!"
2005,Event Summary,"After falling short of the postseason in their first forty-two years of existence, the Houston Astros finally weathered the storm, beating the perennial National League East division winners, the Atlanta Braves as well as the National League defending champion St. Louis Cardinals en route to the 2005 World Series. Along the way, Houston and Atlanta set a Major League postseason record with a five hour and fifty minute marathon (sixty seconds longer than a Boston Red Sox-New York Yankees playoff game from the previous season). It ended at 7-6, with a game-winning (and Series ending) home run in the eighteenth-inning, courtesy of Houston's Chris Burke. Aces from both teams combined to throw a whopping five-hundred fifty-three pitches, (Astros: three-hundred, Braves: two-hundred fifty-three) as a forty-three year-old Roger Clemens came unexpectedly ""out of the bullpen"" for his first relief appearance since 1984. Usually a starter, ""The Rocket"" was forced into a closer's role and allowed one hit in three scoreless innings to earn the win."
2005,Event Summary,"In a year filled with parity and mediocrity, the San Diego Padres finished the season with an 82-80 record to avoid becoming the first playoff team to ever finish the season at .500 or under. The Padres actually won more games in 2004 (eighty-seven) and recorded back-to-back winning seasons for the first time since 1991 and 1992. Overcoming a seemingly never-ending string of injuries and ailments, the Padres held on to win the National League West, but were later swept 3-0 by the defending National League Champion St. Louis Cardinals in the National League Divisional Series."
2005,Event Summary,"Fed up with the lack of initiative by Major League Baseball with regard to the latest steroid scandals, the House Government's Reform Committee took its first step toward intervention, by holding a congressional hearing focusing on the problems of doping in baseball. Following the ongoing investigation into the Bay Area Laboratory Co-Operative known as BALCO, the committee called several past and present players to testify regarding their own knowledge and/or experience with performance-enhancing drugs. (BALCO is a California nutritional supplements company accused of distributing human growth hormones and steroids, as well as Jose Conseco's controversial biography entitled ""Juiced: Wild Times, Rampant 'Roids, Smash Hits, and How Baseball Got Big."") Former All-Time, single-season homerun champion Mark McGwire, Baltimore Orioles stars Rafael Palmeiro and Sammy Sosa and Boston Red Sox pitcher Curt Schilling appeared in front of a panel made up of state representatives. Schilling and the Chicago White Sox' Frank Thomas, who gave a statement via videoconference, were invited because of their outspoken views against steroid use. Ultimately hurting the cause more than helping it, Sosa crafted an opening statement in which he said he had never used illegal performance-enhancing drugs. McGwire refused to answer any questions directly, assuming a Fifth Amendment-like stance that ultimately tarnished his legacy in the eyes of many fans. And Palmeiro vehemently denied having used steroids. Unfortunately, ""Raffy"" later went on to become one of the first players to test positive and receive a multiple game suspension. In retrospect, it appeared that the most unpopular member of the panel, Canseco, was apparently the most (if not the only) honest witness."
2005,Event Summary,"The newly relocated Washington Nationals (formerly the Montreal Expos) ended their first season since returning to the nation's capital with an 81-81 record. Even before the 2005 Spring Training season had ended, manager Frank Robinson promised that the Nationals would be a competitive franchise, despite having one of the lowest payrolls in baseball. With a surprise ten-game winning streak, starting in late May, the Nationals proved they were a competent team, capable of playing 500+ ball. By July 3rd, Washington became the third team in baseball to reach the fifty-win plateau and was on a pace to win one-hundred games. The Nationals remained in Wild Card contention until the New York Mets eliminated them from the race on September 25th."
